TradeStatus,StatusDetails,BNPPAnsweredQuote,CoverPrice,RFQCompositePrice,Bid2Mid,Customer,NbDealers,delta,BuySell,z0,z1,z2
Done,None,108.92466192121184,0,110,0.5,2,5,-2.1506761575763278,Buy,1.2067658149734395,0.82830338079258825,1.3706160513004515
TradedAway,None,109.806377398949,0,110,0.5,2,2,-0.38724520210200808,Buy,1.3173714989113865,1.203590634393747,1.4588546717088162
Done,None,109.39578797474923,0,110,0.5,2,2,-1.2084240505015487,Buy,0.1037224000389938,0.40506590355064798,0.44598670790666661
Done,None,109.52839287449953,0,110,0.5,1,2,-0.94321425100093848,Buy,-0.099970332518901639,-0.40075266257844944,0.33923532123748856
TradedAway,None,109.87272190368105,0,110,0.5,2,4,-0.25455619263789231,Buy,0.18812426485037004,0.57705151821733569,2.0584096584101097
NotTraded,None,111.28480270929417,0,110,0.5,1,2,2.5696054185883384,Buy,0.061478710017810911,-0.67222871371385606,0.66826891556272972
Done,None,109.40805533162786,0,110,0.5,1,2,-1.1838893367442722,Buy,0.34165241319621953,-1.2575276060434297,0.17777017201210055
TradedAway,None,110.05627552769423,0,110,0.5,2,4,0.112551055388451,Buy,1.867829142675794,1.5643876219107624,1.5301455878877919
Done,None,109.30641385971416,0,110,0.5,2,4,-1.38717228057169,Buy,0.94273999799067665,0.75537274456372949,2.0387230603895024
TradedAway,None,109.96234129494351,0,110,0.5,2,5,-0.075317410112972993,Buy,2.4469840936629184,1.7122508473071036,-0.26640832960083971
TradedAway,None,110.53215660482513,0,110,0.5,2,3,1.0643132096502654,Buy,0.46209513561970195,2.9370641689503136,1.6873509477188584
Done,None,108.88007315331757,0,110,0.5,1,5,-2.2398536933648643,Buy,1.2229818211844907,2.578350774206398,1.1598399121116492
TradedAway,None,110.85595888720091,0,110,0.5,2,5,1.7119177744018259,Buy,2.4245685594691864,0.10947380224480208,0.93760176687571606
TradedAway,None,110.83430126694687,0,110,0.5,1,5,1.6686025338937327,Buy,1.255375266468032,0.13274647129028194,-0.93328029182707151
TradedAway,None,109.16590893564842,0,110,0.5,1,5,-1.6681821287031653,Buy,2.0933078225142028,1.9347014897605832,1.2193058082004031
NotTraded,None,110.17709799652735,0,110,0.5,1,2,0.35419599305470229,Buy,0.065937517000450363,1.7543655693123406,1.1731611746614319
TradedAway,None,111.25080797593013,0,110,0.5,2,2,2.5016159518602592,Buy,1.4250749156914213,1.3611538113597965,1.5198301171968973
Done,None,108.53840346804783,0,110,0.5,1,4,-2.9231930639043355,Buy,1.8731073551938877,1.1634671475741367,-0.16732078856071819
TradedAway,None,111.32761319954832,0,110,0.5,2,5,2.655226399096648,Buy,2.1378724309210382,0.60183306315845453,0.21673259363065889
TradedAway,None,109.2739453181983,0,110,0.5,1,5,-1.4521093636033982,Buy,0.92164855434253212,0.3689172707515278,0.97945833731968623
NotTraded,None,110.09800278638326,0,110,0.5,2,4,0.19600557276652353,Buy,1.4946534863880423,1.3771541602730291,-0.44313825912207627
TradedAway,None,110.16050136275773,0,110,0.5,1,5,0.32100272551545572,Buy,0.28024267684292992,2.2952623282416638,1.6738375086810449
Done,None,108.531898949202,0,110,0.5,2,2,-2.9362021015959954,Buy,0.19540950629555787,1.0185199106836109,2.2246027908710539
Done,None,109.64183164683533,0,110,0.5,1,3,-0.71633670632934354,Buy,0.44659519809813908,2.323731128710171,-0.25875761533487451
Done,None,108.62779229797609,0,110,0.5,2,3,-2.7444154040478281,Buy,2.5439449052211289,-0.2203605116265317,2.0251358840857305
TradedAway,None,112.12163384471432,0,110,0.5,2,2,4.2432676894286487,Buy,2.7531986366866414,0.26503101609878477,1.5346681372463453
Done,None,109.1309795013858,0,110,0.5,2,2,-1.7380409972284099,Buy,2.1187720467294486,0.72804627867356231,2.1927198733723912
TradedAway,None,109.3479922297072,0,110,0.5,2,5,-1.3040155405855955,Buy,-0.0872813532036818,-0.56465410858063714,1.7812719959249581
TradedAway,None,110.13620678191545,0,110,0.5,2,5,0.2724135638308951,Buy,1.0410178275736588,1.1536156204941548,1.8170074305211523
NotTraded,None,111.85300518737699,0,110,0.5,1,5,3.706010374753987,Buy,1.9778555426972142,1.440660452203262,0.20400897451405842
Done,None,109.60591351434688,0,110,0.5,2,2,-0.78817297130623842,Buy,1.5778625966343496,-0.0462394711937959,1.8141121925571753
TradedAway,None,109.51588402818311,0,110,0.5,2,3,-0.96823194363378207,Buy,1.1182570500264439,0.4620517908866062,0.68203409930188341
NotTraded,None,109.7862471958358,0,110,0.5,1,3,-0.42750560832840279,Buy,0.86286190996738166,0.97029163863624868,2.1930995708929832
TradedAway,None,109.87791025934976,0,110,0.5,2,4,-0.24417948130047762,Buy,-0.096308593553450006,0.94442268694299614,1.0510206635807251
NotTraded,None,110.87725263533245,0,110,0.5,1,5,1.7545052706649074,Buy,1.8273668816505302,0.46867046256532752,-0.81172511986531992
TradedAway,None,110.14694956862637,0,110,0.5,1,3,0.29389913725273686,Buy,1.4769331708359748,0.56419999065937643,-0.74486526381433515
TradedAway,None,110.56556199818047,0,110,0.5,1,5,1.131123996360941,Buy,0.4075867682552381,2.2655533321631349,1.2061380846503991
NotTraded,None,110.27330761741054,0,110,0.5,2,4,0.54661523482107555,Buy,0.31807117644915506,2.2251565089151359,0.47022085559254234
NotTraded,None,108.10357384878631,0,110,0.5,1,3,-3.7928523024273773,Buy,1.4494901350459302,0.19676011042906838,0.15405739440591326
Done,None,109.0192335403471,0,110,0.5,1,5,-1.961532919305796,Buy,2.4424122004719573,1.8347654456928606,1.7762440247554108
NotTraded,None,110.3189535789559,0,110,0.5,1,2,0.63790715791179764,Buy,2.5378431932785572,1.3516506504033927,0.85183163961539532
NotTraded,None,110.09222230968635,0,110,0.5,2,2,0.18444461937269807,Buy,-0.48281930127260653,1.5618543794706126,1.6047604012996732
NotTraded,None,111.38039344634016,0,110,0.5,1,2,2.7607868926803292,Buy,1.0733981014416241,0.75339131565710515,1.2868699080776125
TradedAway,None,112.01783155920216,0,110,0.5,1,4,4.0356631184043295,Buy,1.6550710300014968,2.2047281180540637,1.5938484603131344
TradedAway,None,110.89052693239726,0,110,0.5,1,2,1.7810538647945293,Buy,0.25984877857806099,1.4746949568546264,0.15705783445531585
TradedAway,None,110.1513312489661,0,110,0.5,1,5,0.30266249793220368,Buy,0.11881913002750122,1.855487635155542,0.055622606135787844
TradedAway,None,110.51795908893115,0,110,0.5,1,3,1.0359181778622997,Buy,1.1508528992565057,-0.15818318245213936,0.98468780881164852
NotTraded,None,112.7598636914056,0,110,0.5,1,4,5.5197273828111975,Buy,2.4827470633947732,2.3296556898258762,0.45285179347232651
TradedAway,None,111.39935308931419,0,110,0.5,2,2,2.7987061786283789,Buy,1.4867296939906349,-0.43000712161978871,1.1277025421588527
TradedAway,None,110.96098715964334,0,110,0.5,2,3,1.9219743192866758,Buy,1.486903585235497,1.7707972065081106,0.14588145059096669
Done,None,106.53753120401231,0,110,0.5,1,3,-6.9249375919753788,Buy,1.2430894709665199,-0.065510942555051743,1.8931049084310085
Done,None,108.98680077579824,0,110,0.5,1,2,-2.026398448403512,Buy,1.5352291558590643,2.8736892649042352,1.5705219967607948
TradedAway,None,109.43812359970116,0,110,0.5,1,2,-1.1237528005976856,Buy,2.0515466329954601,2.0228068936326697,1.7641340490547557
Done,None,109.27183136352637,0,110,0.5,2,3,-1.4563372729472519,Buy,0.3387470803727759,1.3735779700252102,0.52273652110255897
TradedAway,None,110.69387737865968,0,110,0.5,2,5,1.3877547573193567,Buy,1.0392001569143541,2.496535054315522,0.3305813856311477
TradedAway,None,109.35440406278791,0,110,0.5,2,5,-1.2911918744241859,Buy,1.193578922970522,2.1140871570166322,1.306795072693741
TradedAway,None,109.93290293822953,0,110,0.5,1,5,-0.13419412354093652,Buy,0.64838843792677348,0.74144854341566468,-0.86813404024050356
NotTraded,None,110.24285604545527,0,110,0.5,1,3,0.48571209091053902,Buy,-0.34058578839112541,-0.29348193650543863,1.0207368123917442
NotTraded,None,111.86076386761123,0,110,0.5,2,2,3.7215277352224518,Buy,0.59804197965051831,0.81488939943642691,0.13758281002928707
TradedAway,None,110.38442051857405,0,110,0.5,2,5,0.76884103714809271,Buy,0.65968774762614069,1.3657748801507832,1.667318866175262
TradedAway,None,109.98014099384099,0,110,0.5,2,4,-0.039718012318019191,Buy,1.2408071333535853,0.41390365892343639,0.31148185226731562
TradedAway,None,110.8165336617126,0,110,0.5,2,5,1.6330673234251947,Buy,2.594907132392426,2.3447923903221377,1.1780202857037609
NotTraded,None,111.19156812576523,0,110,0.5,1,2,2.383136251530459,Buy,0.78730944437719941,0.57416886149843971,-1.1582148341156548
TradedAway,None,110.94338657706056,0,110,0.5,2,3,1.8867731541211299,Buy,2.2614812626875507,0.30228369690929713,2.3059310258221202
Done,None,109.3450701288574,0,110,0.5,1,4,-1.3098597422851981,Buy,1.118986286481098,0.23801881390985902,1.1197513635183807
TradedAway,None,110.05600462098349,0,110,0.5,1,4,0.11200924196697315,Buy,1.9247012180188419,-0.21306750064105184,0.25934745321371599
NotTraded,None,110.37683280748442,0,110,0.5,1,5,0.75366561496883833,Buy,1.1248165020822876,0.98664773650037851,0.20604428836784094
NotTraded,None,110.47990679108575,0,110,0.5,1,4,0.95981358217150614,Buy,0.23251358204617045,0.22113329896878808,1.6516911143331787
Done,None,108.76116238114882,0,110,0.5,1,4,-2.477675237702357,Buy,-0.032710433791301563,1.1564930776030167,1.3231813598888937
TradedAway,None,110.22117967446106,0,110,0.5,2,5,0.44235934892211048,Buy,0.27961049235367896,0.28284001706838047,2.2628274307791028
TradedAway,None,111.4896798895759,0,110,0.5,1,3,2.9793597791517925,Buy,-0.5109670013190013,0.15963073189965238,0.19401209771176453
NotTraded,None,110.27642923162681,0,110,0.5,1,3,0.55285846325361376,Buy,2.4397149066032817,0.78450079431215314,1.581959910501008
Done,None,109.7668434725849,0,110,0.5,2,2,-0.46631305483020924,Buy,-0.52307665807534165,0.053613066284449173,2.0096959941979335
TradedAway,None,109.60846109697123,0,110,0.5,2,5,-0.78307780605754829,Buy,0.059263454844675101,0.48608763830366697,1.1786313168319877
TradedAway,None,111.22768641190954,0,110,0.5,2,4,2.4553728238190899,Buy,1.3924481782855986,2.75126278071403,0.83013047341739177
NotTraded,None,111.3515164706085,0,110,0.5,1,2,2.7030329412170033,Buy,-0.13018546374448992,-0.66620751220305552,1.749722977479325
TradedAway,None,110.08024883298422,0,110,0.5,1,5,0.16049766596844961,Buy,1.6593340622250305,1.1238467065987294,0.47358348440959619
TradedAway,None,110.15569047459591,0,110,0.5,2,5,0.3113809491918289,Buy,2.1058330724266825,1.8236624478464483,2.6635339546186669
TradedAway,None,110.04505211981942,0,110,0.5,2,3,0.090104239638833405,Buy,0.31275977427196389,0.55316637344078634,0.20194130764112017
Done,None,107.2382997369118,0,110,0.5,2,5,-5.5234005261764025,Buy,0.55421080289291347,0.28287840926546515,-0.42254419201944748
TradedAway,None,111.52229422654672,0,110,0.5,2,5,3.0445884530934393,Buy,0.4706133826795954,2.3382120338763643,0.20244360995727639
TradedAway,None,109.08964818195936,0,110,0.5,1,5,-1.8207036360812765,Buy,0.92821905145159445,0.12175437687923707,0.96209826341296978
TradedAway,None,111.0810324697286,0,110,0.5,2,4,2.1620649394571956,Buy,1.1812108460243387,1.088189546609301,2.0554711663789638
TradedAway,None,111.72343950580269,0,110,0.5,2,2,3.4468790116053754,Buy,1.4110075002370119,-1.2717972224335856,0.35924286046553311
NotTraded,None,110.34941096515531,0,110,0.5,1,2,0.69882193031062911,Buy,1.8713665389284211,0.97027705961824529,1.2280214581652553
TradedAway,None,110.64222354166334,0,110,0.5,2,5,1.2844470833266826,Buy,1.6606649304909613,1.0281585411018483,1.0560505019577267
NotTraded,None,110.35023396554107,0,110,0.5,1,4,0.70046793108213024,Buy,1.25753454609919,0.59119799602688361,-0.75136784210940188
NotTraded,None,111.15354915950742,0,110,0.5,2,3,2.3070983190148411,Buy,2.553388007108206,-0.59286226964955224,1.7671195305636429
TradedAway,None,108.98873176372678,0,110,0.5,1,4,-2.0225364725464487,Buy,0.094756480843239621,-0.7149332360200551,0.19618921869053152
NotTraded,None,113.42541386926354,0,110,0.5,1,2,6.8508277385270731,Buy,1.9030190193689258,0.7077255998988542,0.32309473151673029
TradedAway,None,111.89992073495007,0,110,0.5,2,5,3.7998414699001444,Buy,1.5130453203541996,0.58244704379495216,-0.6928128786849268
Done,None,109.02788818259042,0,110,0.5,2,5,-1.944223634819167,Buy,1.7440806722002389,-0.17545286435220442,0.49455302539822021
TradedAway,None,110.89314311839378,0,110,0.5,2,5,1.7862862367875607,Buy,1.706490325994189,0.056008665548079262,1.0431128877505478
NotTraded,None,110.5221864043147,0,110,0.5,1,4,1.0443728086293902,Buy,-0.69927777879450437,1.0004137539901123,0.56577456342138588
NotTraded,None,110.70912919887701,0,110,0.5,1,5,1.4182583977540162,Buy,0.90703749077360218,0.9060712686970398,0.17358367425914556
TradedAway,None,110.58334309960382,0,110,0.5,2,4,1.1666861992076463,Buy,1.6116929202864871,-0.530398294459824,1.3480676641670062
TradedAway,None,110.27274105630272,0,110,0.5,1,4,0.54548211260544122,Buy,0.6448506606458223,-0.77151264036265466,-0.077251327974818151
TradedAway,None,109.35570262451246,0,110,0.5,1,5,-1.2885947509750793,Buy,2.9248256851695116,0.71035408601260464,1.0223525040980341
TradedAway,None,109.16448511056925,0,110,0.5,1,3,-1.6710297788615094,Buy,2.1227466496474516,2.230050405952833,1.9879693074171381
Done,None,108.81249226590981,0,110,0.5,2,3,-2.3750154681803792,Buy,1.2362096375196672,1.0319363883871422,1.6803986277671399
TradedAway,None,110.54476374269613,0,110,0.5,1,4,1.0895274853922672,Buy,0.49752767903741502,2.0875760189088108,0.19808111329979528
NotTraded,None,109.2012740032926,0,110,0.5,1,4,-1.5974519934148077,Buy,-0.55819083632828637,0.23095407193482043,1.7695895606594403
TradedAway,None,110.73467657109634,0,110,0.5,1,3,1.4693531421926878,Buy,1.0313979211587294,2.3349017124505158,0.99124662267728447
TradedAway,None,109.58642285902818,0,110,0.5,1,3,-0.82715428194364904,Buy,0.74158013711867965,0.31333031384557508,1.5237091966772125
NotTraded,None,110.16639710218135,0,110,0.5,1,2,0.33279420436269902,Buy,-0.30524259977664014,1.3394609123952919,-0.7764432198215776
Done,None,107.33449902030036,0,110,0.5,2,2,-5.3310019593992877,Buy,2.0127543863223427,0.49410307960808308,1.5349466340691611
Done,None,109.5707192301318,0,110,0.5,1,3,-0.85856153973639948,Buy,0.73551656239082186,2.8498697146895964,-0.3277792868460121
TradedAway,None,110.38394586622545,0,110,0.5,2,2,0.7678917324508916,Buy,-0.18979397303179057,1.1338970537703716,2.533322505478794
Done,None,109.3361473470359,0,110,0.5,2,2,-1.3277053059281911,Buy,1.7910566095926117,-1.122343072530775,0.4057676152444526
TradedAway,None,111.15373796321886,0,110,0.5,2,3,2.3074759264377178,Buy,2.2171687828544187,0.033583292387254216,0.59472195286700702
Done,None,109.36052969752616,0,110,0.5,1,2,-1.2789406049476781,Buy,0.36199288806503715,0.75895143440958646,1.3372415967230831
TradedAway,None,111.6904410266354,0,110,0.5,1,5,3.3808820532707955,Buy,-0.37043788084577689,0.92776383968694809,1.5170518375442139
Done,None,108.92976227202305,0,110,0.5,1,3,-2.1404754559538901,Buy,0.36678070422529074,0.99635213508510534,1.0574046949513214
Done,None,109.41165021240823,0,110,0.5,1,5,-1.1766995751835339,Buy,-0.3321423421285401,0.42858386754094058,-0.090461036644951198
Done,None,108.50664498455731,0,110,0.5,2,5,-2.9867100308853765,Buy,2.2830311879170497,2.9214867117255729,1.0729863636872579
TradedAway,None,110.61685361128293,0,110,0.5,2,4,1.2337072225658687,Buy,1.6969621335239422,0.1035227380945869,1.1631122675648216
TradedAway,None,110.97500778416358,0,110,0.5,2,4,1.9500155683271601,Buy,1.3022010207149577,1.0966641351767534,-0.19206018043500417
TradedAway,None,110.4582138703807,0,110,0.5,2,2,0.91642774076140654,Buy,-1.8694968039264648,0.016989244568655359,0.53110809355973465
Done,None,110.59449776681991,0,110,0.5,2,2,1.1889955336398259,Buy,1.5731114712207579,0.65114704917856581,1.1871163124380124
TradedAway,None,109.63802369657624,0,110,0.5,2,5,-0.72395260684751861,Buy,-1.6328855763429524,0.35876534228127288,0.2484632159860698
TradedAway,None,110.81214742995505,0,110,0.5,1,3,1.6242948599100941,Buy,2.2583146417581124,0.84691708789633591,1.1877241341761429
TradedAway,None,109.61474330217024,0,110,0.5,1,3,-0.77051339565952048,Buy,2.5325764232583072,0.80044983362772393,0.32389623540534729
Done,None,109.24088951087312,0,110,0.5,1,4,-1.5182209782537655,Buy,0.80088763183493561,-0.15955806565562991,1.0672401079388671
TradedAway,None,110.02593792751775,0,110,0.5,1,4,0.051875855035490304,Buy,0.67571238571119219,0.24329828986080582,-0.16492170835295661
NotTraded,None,110.89576105057994,0,110,0.5,2,2,1.7915221011598703,Buy,-0.068274950911198617,2.1766554778993443,1.8044770501815623
TradedAway,None,110.23270679408124,0,110,0.5,1,4,0.4654135881624768,Buy,2.4775527233313142,0.62507734240141266,-0.83624444550892707
TradedAway,None,111.05376758078309,0,110,0.5,1,3,2.1075351615661759,Buy,1.2757303139657497,-1.2589003984210598,0.22797068074577609
NotTraded,None,109.29364945186714,0,110,0.5,2,5,-1.4127010962657209,Buy,1.048254242672493,0.9401529313023318,1.6495375034578705
TradedAway,None,110.97360603358864,0,110,0.5,1,5,1.9472120671772757,Buy,0.036771776334550976,0.0073211967213148155,0.91825614858765103
TradedAway,None,109.95245701931846,0,110,0.5,2,5,-0.095085961363082561,Buy,0.61884324567931182,2.0047685642378719,0.7207742662102633
NotTraded,None,110.30209109997175,0,110,0.5,1,2,0.60418219994349442,Buy,0.7304838077659408,1.7209423028301436,1.784883644994061
Done,None,109.59021142445472,0,110,0.5,1,2,-0.81957715109055584,Buy,1.5659228292846383,1.121512734811225,2.8363856113111945
TradedAway,None,111.64997119091865,0,110,0.5,1,3,3.2999423818372975,Buy,2.5277263094004843,-1.8044834475531726,0.89464697321748776
TradedAway,None,109.68392490755572,0,110,0.5,2,4,-0.6321501848885589,Buy,0.86369388408039971,-0.10400324940706995,1.5362813782381375
Done,None,108.6330575556852,0,110,0.5,1,4,-2.7338848886296034,Buy,0.99107585562139044,2.8774358160777784,0.76638262903204746
NotTraded,None,111.01114281059743,0,110,0.5,2,2,2.0222856211948681,Buy,0.80583253842988201,1.638593810165935,2.7988429149441019
TradedAway,None,108.87513109523258,0,110,0.5,1,3,-2.2497378095348495,Buy,0.73087112345957683,0.34159301340206438,1.007181624705243
TradedAway,None,110.51345624876792,0,110,0.5,1,5,1.0269124975358466,Buy,0.25617012495586733,1.0564909863130119,1.4302765332387306
TradedAway,None,111.71491694486784,0,110,0.5,2,3,3.4298338897356757,Buy,1.1897659487065089,1.9425574869139779,0.30864103452344704
Done,None,107.76394962034925,0,110,0.5,2,2,-4.4721007593014974,Buy,0.81034336942466401,1.6230977387521484,1.3210514125470922
NotTraded,None,112.49270268075387,0,110,0.5,2,2,4.9854053615077305,Buy,2.4882966054049112,1.0223645102226766,1.1354822010353296
TradedAway,None,109.37481228654654,0,110,0.5,1,2,-1.2503754269069134,Buy,0.52968411608893995,1.2767013511805569,1.466081690667379
TradedAway,None,110.52705776796057,0,110,0.5,2,4,1.0541155359211416,Buy,-0.30126246256596145,1.8191830008650396,1.3419752162427918
Done,None,109.71361650698809,0,110,0.5,2,5,-0.57276698602382226,Buy,-0.1377731744136359,1.0673975154393798,0.85276387591447178
